name,slug,brand,sku,price,comparePrice,discountedPrice,currency,inStock,inventoryStatus,quantity,availableForPreOrder,ribbon,productType,weight,url
Alpha Clash TCG: Year of the Dragon Draft Box,alpha-clash-tcg-year-of-the-dragon-draft-box,,850049496124,114.99,74,74,USD,true,in_stock,18,false,,physical,1,https://www.pokene.com/product-page/alpha-clash-tcg-year-of-the-dragon-draft-box
Pokemon Chaos Rising Booster Box,05-22-pokemon-chaos-rising-booster-box-pre-order,Pokemon,,248.9,199.12,199.12,USD,true,in_stock,21,false,,physical,2,https://www.pokene.com/product-page/05-22-pokemon-chaos-rising-booster-box-pre-order
Pokemon Crown Zenith Pin Collection - Rillaboom,pokemon-crown-zenith-pin-collection-rillaboom,Pokemon,,99.9,89.91,89.91,USD,true,in_stock,3,false,,physical,1,https://www.pokene.com/product-page/pokemon-crown-zenith-pin-collection-rillaboom
Weiss Schwarz Blue Archive Booster Box Japanese,weiss-schwarz-blue-archive-booster-box,Weiss Schwarz,BLUE-ARC-BOX,59.99,0,59.99,USD,true,in_stock,6,false,,physical,1,https://www.pokene.com/product-page/weiss-schwarz-blue-archive-booster-box
Japanese Pokemon Center Fukuoka Special Box,09-30-japanese-pokemon-center-fukuoka-special-box-pre-order,Pokemon,Fukuoka-boxx,495,445,445,USD,true,in_stock,31,false,,physical,2,https://www.pokene.com/product-page/09-30-japanese-pokemon-center-fukuoka-special-box-pre-order
Japanese Pokemon Ancient Roar Booster Box,pokemon-ancient-roar-booster-box-sv4k,,ANCIENT-BOX,120,0,120,USD,true,in_stock,12,false,,physical,0.89,https://www.pokene.com/product-page/pokemon-ancient-roar-booster-box-sv4k
Pokemon Prismatic Evolutions Premium Figure Collection ,pokemon-prismatic-evolutions-premium-figure-collection,Pokemon,,250,0,250,USD,true,in_stock,4,false,,physical,1.7,https://www.pokene.com/product-page/pokemon-prismatic-evolutions-premium-figure-collection
Chinese Pokemon 2026 Lunar New Year Gift Box,copy-of-chinese-pokemon-2026-dragon-boat-festival-gift-box,Pokemon,,49.9,0,49.9,USD,true,in_stock,27,false,,physical,2.5,https://www.pokene.com/product-page/copy-of-chinese-pokemon-2026-dragon-boat-festival-gift-box
Japanese Pokemon Paradigm Trigger Booster Box,pokemon-paradigm-trigger-booster-box-s12,Pokemon,TRIGGER-BOX,212.5,0,212.5,USD,true,in_stock,9,false,,physical,0.89,https://www.pokene.com/product-page/pokemon-paradigm-trigger-booster-box-s12
Pokemon Crown Zenith Collection - Regieleki V,pokemon-crown-zenith-collection-regieleki-v,Pokemon,,120,0,120,USD,true,in_stock,3,false,,physical,1,https://www.pokene.com/product-page/pokemon-crown-zenith-collection-regieleki-v
Takashi Murakami Mononoke Kyoto Booster Box - Japanese,takashi-murakami-mononoke-kyoto-booster-box-japanese,,,160,129.98,129.98,USD,true,in_stock,1,false,,physical,1,https://www.pokene.com/product-page/takashi-murakami-mononoke-kyoto-booster-box-japanese
Pokemon Paldean Fates Mini Tin - Smoliv,pokemon-paldean-fates-mini-tin-smoliv,Pokemon,,54,0,54,USD,true,in_stock,4,false,,physical,1,https://www.pokene.com/product-page/pokemon-paldean-fates-mini-tin-smoliv
Japanese Pokemon Center Tohoku Special Box with Pikachu 260/SV-P,pokemon-center-tohoku-special-box-with-pikachu-260-sv-p,Pokemon,TOHUKU-BOX,295,0,295,USD,true,in_stock,10,false,,physical,2,https://www.pokene.com/product-page/pokemon-center-tohoku-special-box-with-pikachu-260-sv-p
(08/18) Chinese Pokemon 30th Anniversary Partner Set Volume 3 Pre-Order,08-18-chinese-pokemon-30th-anniversary-partner-set-volume-3-pre-order,Pokemon,,24,15.9,15.9,USD,true,in_stock,107,false,,physical,0.05,https://www.pokene.com/product-page/08-18-chinese-pokemon-30th-anniversary-partner-set-volume-3-pre-order
(08/18) Chinese Pokemon Gem Pack Vol 6 Booster Box Pre-Order,08-18-chinese-pokemon-gem-pack-vol-6-booster-box-pre-order,Pokemon,,55,36.9,36.9,USD,true,in_stock,61,false,,physical,0.05,https://www.pokene.com/product-page/08-18-chinese-pokemon-gem-pack-vol-6-booster-box-pre-order
Pokemon Astral Radiance Booster Box,pokemon-astral-radiance-booster-box,,,425,0,425,USD,false,in_stock,0,false,,physical,0,https://www.pokene.com/product-page/pokemon-astral-radiance-booster-box
Pokemon Paldean Fates Tech Sticker - Fidough,pokemon-paldean-fates-tech-sticker-fidough,,,67.9,0,67.9,USD,false,in_stock,0,false,,physical,0.04,https://www.pokene.com/product-page/pokemon-paldean-fates-tech-sticker-fidough
Japanese Pokemon Center Hiroshima Special Box,09-16-japanese-pokemon-center-hiroshima-special-box-pre-order,Pokemon,HIRO-BOX,395,0,395,USD,true,in_stock,25,false,,physical,2,https://www.pokene.com/product-page/09-16-japanese-pokemon-center-hiroshima-special-box-pre-order
Spanish Pokemon Obsidian Flames (llamas obsidianas) Sleeved Pack,spanish-pokemon-obsidian-flames-llamas-obsidianas-sleeved-pack,Pokemon,SPANISH-OBFL,5.99,4.1,4.1,USD,true,in_stock,811,false,,physical,1.7,https://www.pokene.com/product-page/spanish-pokemon-obsidian-flames-llamas-obsidianas-sleeved-pack
Pokemon Pitch Black Elite Trainer Box,pitch-black-etb,Pokemon,PITCH-BLACK-ETB,84.9,74.9,74.9,USD,true,in_stock,177,false,,physical,2,https://www.pokene.com/product-page/pitch-black-etb
Pokemon Pitch Black Build and Battle Box,pokemon-pitch-black-build-and-battle-box,Pokemon,,31.9,0,31.9,USD,false,in_stock,0,false,,physical,2,https://www.pokene.com/product-page/pokemon-pitch-black-build-and-battle-box
Pokemon Mega Evolution Build and Battle Box,pokemon-mega-evolution-build-and-battle-box,Pokemon,MEGA-BUILDNBATTLE,54,0,54,USD,true,in_stock,2,false,,physical,0.02,https://www.pokene.com/product-page/pokemon-mega-evolution-build-and-battle-box
Pokemon: Greninja V-UNION Special Collection,pokemon-greninja-v-union-special-collection-swsh07-evolving-skies,Pokemon,PKMN-GRENINJA-VUNION ,350,0,350,USD,true,in_stock,1,false,,physical,1.5,https://www.pokene.com/product-page/pokemon-greninja-v-union-special-collection-swsh07-evolving-skies
Japanese Pokemon Super Electric Breaker Booster Box,pokemon-super-electric-breaker-booster-box-sv8,Pokemon,ELECTRIC-BOX,120,0,120,USD,true,in_stock,3,false,,physical,0.89,https://www.pokene.com/product-page/pokemon-super-electric-breaker-booster-box-sv8
Pokemon Obsidian Flames Sleeved Booster Pack,pokemon-obsidian-flames-booster-pack-sv03,Pokemon,OBFLAME-PACK,13.99,12.99,12.99,USD,true,in_stock,241,false,,physical,0.04,https://www.pokene.com/product-page/pokemon-obsidian-flames-booster-pack-sv03
Pokemon Chaos Rising Checklane Blister Pack - Toxel,pokemon-chaos-rising-checklane-blister-pack-toxel,Pokemon,,9.9,0,9.9,USD,true,in_stock,155,false,,physical,1,https://www.pokene.com/product-page/pokemon-chaos-rising-checklane-blister-pack-toxel
Chinese Pokemon Reward Round / Bonus Round Booster Box,chinese-pokemon-reward-round-bonus-round-booster-box,Pokemon,,38.9,34,34,USD,true,in_stock,167,false,,physical,0.05,https://www.pokene.com/product-page/chinese-pokemon-reward-round-bonus-round-booster-box
Pokemon Fusion Strike Elite Trainer Box ETB,pokemon-fusion-strike-elite-trainer-box-etb,Pokemon,PKMN-ETV-FUSION,400,384,384,USD,false,in_stock,0,false,,physical,2,https://www.pokene.com/product-page/pokemon-fusion-strike-elite-trainer-box-etb
Battle Styles Elite Trainer Box [Single Strike Urshifu] (Red),battle-styles-elite-trainer-box-single-strike-urshifu-red,,,150,142.5,142.5,USD,true,in_stock,1,false,,physical,0,https://www.pokene.com/product-page/battle-styles-elite-trainer-box-single-strike-urshifu-red
Pokemon Simplified Chinese Variety Bundle of 6 Packs,pokemon-simplified-chinese-variety-bundle-of-8-packs,Pokemon,CHINA-VARIETY,30,25,25,USD,true,in_stock,8,false,,physical,0.6,https://www.pokene.com/product-page/pokemon-simplified-chinese-variety-bundle-of-8-packs
Weiss Schwarz Dengeki Bunko Booster Box - Japanese,weiss-schwarz-dengeki-bunko-booster-box,,WEISS-DEN-BOX,69.99,59.95,59.95,USD,true,in_stock,9,false,,physical,1,https://www.pokene.com/product-page/weiss-schwarz-dengeki-bunko-booster-box
Save the Barboaches Ultra Premium Hoodie - All Profits to WWF,save-the-barboaches-ultra-premium-hoodie-100-proceeds-to-wwf,,,60,0,60,USD,true,in_stock,0,false,,physical,0,https://www.pokene.com/product-page/save-the-barboaches-ultra-premium-hoodie-100-proceeds-to-wwf
Japanese  Pokemon Nihil Zero Booster Box,01-28-pokemon-munikis-zero-aka-nihil-nullifying-zero-japanese-booster-box,Pokemon,PKMN-BOX-NIHIL,84,0,84,USD,true,in_stock,30,false,,physical,2,https://www.pokene.com/product-page/01-28-pokemon-munikis-zero-aka-nihil-nullifying-zero-japanese-booster-box
Pokemon Pitch Black Checklane Blister,pitch-black-blister,Pokemon,PITCH-BLACK-CHECKLANE,7.9,7.25,7.25,USD,true,in_stock,112,false,,physical,2,https://www.pokene.com/product-page/pitch-black-blister
Japanese Pokemon Stellar Miracle Booster Box,pokemon-stellar-miracle-booster-box-sv7,Pokemon,PKMN-BOX-STLMIR,114,0,114,USD,true,in_stock,12,false,,physical,1,https://www.pokene.com/product-page/pokemon-stellar-miracle-booster-box-sv7
Pokemon Unova 2 Pack Blister - Fusion Strike and Vivid Voltage ,pokemon-unova-2-pack-blister-fusion-strike-and-vivid-voltage,Pokemon,,46.9,40.9,40.9,USD,true,in_stock,7,false,,physical,0.04,https://www.pokene.com/product-page/pokemon-unova-2-pack-blister-fusion-strike-and-vivid-voltage
Chinese Pokemon Terastal Gathering Coin Set - Glaceon,chinese-pokemon-terastal-gathering-coin-set-glaceon,Pokemon,,14.99,13.9,13.9,USD,true,in_stock,8,false,,physical,0.05,https://www.pokene.com/product-page/chinese-pokemon-terastal-gathering-coin-set-glaceon
Pokemon Mega Zygarde ex Premium Collection,pokemon-mega-zygarde-ex-premium-collection,Pokemon,,47.9,40.9,40.9,USD,true,in_stock,2,false,,physical,1,https://www.pokene.com/product-page/pokemon-mega-zygarde-ex-premium-collection
Pokemon Scarlet and Violet Base Booster Box,pokemon-scarlet-and-violet-booster-box,Pokemon,SCARLET-VIOLET-BOX,310,0,310,USD,false,in_stock,0,false,,physical,2,https://www.pokene.com/product-page/pokemon-scarlet-and-violet-booster-box
Pokemon Destined Rivals Booster Box,05-29-pokemon-destined-rivals-booster-box-pre-order,Pokemon,DESTINED-BOX,610,580,580,USD,true,in_stock,22,false,,physical,1.7,https://www.pokene.com/product-page/05-29-pokemon-destined-rivals-booster-box-pre-order
Pokemon Umbreon V Heroes Tin (International Version),pokemon-umbreon-v-tin,Pokemon,PKMN-UMBREON-SMALLTIN ,105,0,105,USD,true,in_stock,1,false,,physical,1,https://www.pokene.com/product-page/pokemon-umbreon-v-tin
Pokemon Shining Fates Booster Pack (art varies),pokemon-shining-fates-booster-pack,Pokemon,PKMN-SHININGFATES-PACK ,16,0,16,USD,true,in_stock,57,false,,physical,0,https://www.pokene.com/product-page/pokemon-shining-fates-booster-pack
Unified Minds Single Pack Blister - Sudowoodo,pokemon-tcg-mega-evolutions-me3-perfect-order-checklane-blister,Pokemon,PKMN-BLIST-UNIFIED,100,0,100,USD,true,in_stock,9,false,,physical,1,https://www.pokene.com/product-page/pokemon-tcg-mega-evolutions-me3-perfect-order-checklane-blister
Pokemon Go Elite Trainer Box Plus,pokemon-go-elite-trainer-box-plus,Pokemon,,325,288,288,USD,true,in_stock,1,false,,physical,2,https://www.pokene.com/product-page/pokemon-go-elite-trainer-box-plus
Sealed Case - Pokemon Pitch Black Booster Box,sealed-case-pokemon-pitch-black-booster-box,Pokemon,,1400,1250,1250,USD,true,in_stock,2,false,,physical,2,https://www.pokene.com/product-page/sealed-case-pokemon-pitch-black-booster-box
Pokemon Phantasmal Flames Mini Portfolio - Q1 2026,pokemon-tcg-mini-portfolio-q1-2026,Pokemon,PKMN-MINIPORTFOLIO-HOLDS60,12,11.4,11.4,USD,true,in_stock,10,false,,physical,1,https://www.pokene.com/product-page/pokemon-tcg-mini-portfolio-q1-2026
Sun and Moon Elite Trainer Box - Lunala,sun-moon-elite-trainer-box-lunala,,,325,276.25,276.25,USD,true,in_stock,1,false,,physical,0,https://www.pokene.com/product-page/sun-moon-elite-trainer-box-lunala
The Quintessential Quintuplets Vol. 2 Irreplaceable Existence Booster Pack,the-quintessential-quintuplets-vol-2-irreplaceable-existence-booster-pack,Bushiroad,BUSH=QUINQUIN-IRREPLACEVOL2-PACK,4,0,4,USD,true,in_stock,7,false,,physical,0.05,https://www.pokene.com/product-page/the-quintessential-quintuplets-vol-2-irreplaceable-existence-booster-pack
Pokemon Temporal Forces ETB Elite Trainer Box,pokemon-temporal-forces-etb-elite-trainer-box,,,189,0,189,USD,true,in_stock,0,false,,physical,0,https://www.pokene.com/product-page/pokemon-temporal-forces-etb-elite-trainer-box
Pokemon Paldean Fates Tech Sticker - Maschiff,pokemon-paldean-fates-tech-sticker-maschiff,,,67.9,0,67.9,USD,false,in_stock,0,false,,physical,0.04,https://www.pokene.com/product-page/pokemon-paldean-fates-tech-sticker-maschiff
Spanish Pokemon Ascended Heroes EX Box - Mega Emboar,spanish-pokemon-ascended-heroes-ex-box-mega-emboar,Pokemon,,44.9,0,44.9,USD,true,in_stock,17,false,,physical,1.7,https://www.pokene.com/product-page/spanish-pokemon-ascended-heroes-ex-box-mega-emboar
X10 Blood Red 100 Matte Dragon Shield Sleeves Standard Size🐉for Pokémon MTG,x10-blood-red-100-matte-dragon-shield-sleeves-standard-size-for-pokémon-mtg,Ultra Pro,,80,0,80,USD,true,in_stock,9,false,,physical,0.5,https://www.pokene.com/product-page/x10-blood-red-100-matte-dragon-shield-sleeves-standard-size-for-pokémon-mtg
Pokemon Chaos Rising 3PK Blister - Charmeleon,pokemon-chaos-rising-3pk-blister-charmeleon,Pokemon,,26.9,21.9,21.9,USD,true,in_stock,41,false,,physical,1,https://www.pokene.com/product-page/pokemon-chaos-rising-3pk-blister-charmeleon
Pokemon Terapagos ex Ultra Premium Collection,pokemon-terapagos-ex-ultra-premium-collection,Pokemon,PKMN-UPC-TERAPAGOS,250,0,250,USD,true,in_stock,6,false,,physical,3,https://www.pokene.com/product-page/pokemon-terapagos-ex-ultra-premium-collection
Pokemon Scarlet and Violet Elite Trainer Box - Miraidon,pokemon-violet-elite-trainer-box-etb,,VI-ETB,147.9,0,147.9,USD,true,in_stock,3,false,,physical,1.7,https://www.pokene.com/product-page/pokemon-violet-elite-trainer-box-etb
Chinese Pokemon Mystic and Void Booster Box (CSV6C),chinese-pokemon-mystic-and-void-booster-box-csv6c,Pokemon,,28.9,0,28.9,USD,true,in_stock,48,false,,physical,0.05,https://www.pokene.com/product-page/chinese-pokemon-mystic-and-void-booster-box-csv6c
Pokemon Scarlet & Violet 3 Pack Blister - Dondozo,pokemon-scarlet-violet-3-pack-blister-dondozo,Pokemon,PKMN-3PACKBLISTER-DONDOZO,29.9,0,29.9,USD,true,in_stock,11,false,,physical,1,https://www.pokene.com/product-page/pokemon-scarlet-violet-3-pack-blister-dondozo
"Pokemon Mimikyu Yard Resin Statue - 15 Inches Tall, 8lbs",mimikyu-pokémon-yard-resin-statue-15-inches-tall-8lbs,Pokemon,,110,87,87,USD,true,in_stock,20,false,,physical,10,https://www.pokene.com/product-page/mimikyu-pokémon-yard-resin-statue-15-inches-tall-8lbs
"Pokemon Celebi Pin Blister - Fusion Strike, Battle Styles",pokemon-celebi-pin-blister-fusion-strike-battle-styles,Pokemon,,49.9,0,49.9,USD,false,in_stock,0,false,,physical,0.04,https://www.pokene.com/product-page/pokemon-celebi-pin-blister-fusion-strike-battle-styles
Japanese Pokemon Lost Abyss Booster Box,pokemon-lost-abyss-booster-box-s11,Pokemon,LOST-ABYSS-BOX,495,0,495,USD,true,in_stock,24,false,,physical,0.89,https://www.pokene.com/product-page/pokemon-lost-abyss-booster-box-s11
Pokemon Mega Moonlit Tin - Gengar,pokemon-mega-moonlit-tin-gengar,Pokemon,,44.9,27.9,27.9,USD,true,in_stock,29,false,,physical,1,https://www.pokene.com/product-page/pokemon-mega-moonlit-tin-gengar
